isbn13,bookname,authors,publisher,class_no,class_nm
9788959791927,범죄 수학 ,리스 하스아우트 글 ;오혜정 옮김,Gbrain,691,"예술 > 오락, 운동 > 오락"
9788934958284,(새로 만든) 먼나라 이웃나라,이원복 글·그림,김영사,909,"역사 > 역사 > 세계사, 세계문화사"
9788954602419,내 그림자에 오줌 싸지 마!,장 피에르 케를로크 글;염미희 옮김,문학동네,863,문학 > 프랑스문학 > 소설
9788965673675,(Disney) 겨울왕국 :movie storybook ,옮김: 이소영,예림아이,843,문학 > 영미문학 > 소설
9788930232203,Why? people 워런 버핏 =Warren Buffett ,글: 그림나무 ;그림: 김홍선,예림당,990,역사 > 전기 > 전기
9788949124360,복제인간 윤봉구,임은하 글 ;정용환 그림,비룡소,813.7,문학 > 한국문학 > 소설
9791188867127,문어 목욕탕 ,최민지 글·그림,노란상상,813.7,문학 > 한국문학 > 소설
9788925511979,꿈을 향해 뛰어라,원작: 박지성 ;만화: 전세훈,랜덤하우스코리아,998.6,역사 > 전기 > 주제별전기
9788925552910,(지랄발랄 하은맘의) 닥치고 군대 육아 ,김선미 지음,RHK(알에이치코리아),598.1,기술과학 > 가정학 및 가정생활 > 육아
9788971846254,너 정말 우리말 아니? ,이어령 글 ;김용연 그림,푸른숲,100,철학 > 철학 > 철학
9788971965160,가슴 뭉클한 옛날 이야기,김장성 글;권문희 그림,사계절출판사,813.8,문학 > 한국문학 > 소설
9788992555050,수학대소동:천재와 꼴찌의 재미폭발 수학 구출 대작전,"코라 리,박영훈 번역 및 감수",다산북스,410,자연과학 > 수학 > 수학
9788991995963,"작은 아파트 인테리어 =15평부터 33평까지, 획일적인 공간을 유니크하게! /Unique apartment ",지은이: 김은진,그리고책,595.4,기술과학 > 가정학 및 가정생활 > 주택관리 및 가정설비
9788994343501,무라카미 하루키 잡문집 ,지은이: 무라카미 하루키 ;옮긴이: 이영미,비채,838,문학 > 일본문학 > 르포르타주 및 기타
9791164130399,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,507.5,기술과학 > 기술과학 > 연구법 및 교육지도법
9788937462788,노인과 바다 ,지은이: 어니스트 헤밍웨이 ;옮긴이: 김욱동,민음사,843.5,문학 > 영미문학 > 소설
9788949111605,피아노 치기는 지겨워,다비드 칼리 글;심지원 옮김,비룡소,883,문학 > 이탈리아문학 > 소설
9788958286219,커졌다! ,서현 글·그림,사계절출판사,813.7,문학 > 한국문학 > 소설
9788926387849,(쿠키런) 한자런 :달리는 쿠키들의 한자 대모험,글: 조주희 ;그림: 이태영,서울문화사,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9788935210428,재테크의 여왕 :월급쟁이 부자 만드는 스마트한 재테크 톡 ,성선화 지음 ;포토: 필립,청림출판,327.04,사회과학 > 경제학 > 금융
9788928307272,우리 반 오징어 만두 김말이 ,김경옥 글 ;전병준 그림,좋은책신사고 좋은책어린이,813.7,문학 > 한국문학 > 소설
9788994545547,(진짜 진짜 재밌는) 바다 그림책 :underwater creatures ,수잔 바라클로우 지음 ;김맑아 번역,부즈펌,497,"자연과학 > 동물학 > 어류, 양서류, 파충류"
9788955722086,퀴즈! 과학상식:발명발견,글. 그림/도기성,글송이,400,자연과학 > 자연과학 > 자연과학
9788936430467,삼국지,나관중 지음 ;황석영 옮김,창비,823.5,문학 > 중국문학 > 소설
9788928302918,다짐 대장 ,서지원 글 ;백명식 그림,좋은책신사고 좋은책어린이,813.7,문학 > 한국문학 > 소설
9788991731189,아이를 잘 키운다는 것,노경선 지음,위즈덤하우스,598.1,기술과학 > 가정학 및 가정생활 > 육아
9788964803806,(제로니모의) 환상 모험 plus,글: 제로니모 스틸턴,이퍼블릭,883,문학 > 이탈리아문학 > 소설
9791130620893,돈 공부는 처음이라 :0원부터 시작하는 난생처음 부자 수업 ,"김종봉,제갈현열 지음",다산북스,327.04,사회과학 > 경제학 > 금융
9788932460802,이기적 유전자,리처드 도킨스 지음;홍영남 옮김,을유문화사,491.51,자연과학 > 동물학 > 일반 동물학
9791185823270,"마녀체력 :마흔, 여자가 체력을 키워야 할 때 ",이영미 지음,남해의봄날,517.3,"기술과학 > 의학 > 위생학, 공공의학"
9788925540269,(잠수네 아이들의) 소문난 영어공부법 :입문로드맵 ,이신애 지음,랜덤하우스코리아,740.7,언어 > 영어 > 영어
9788934958253,(새로 만든) 먼나라 이웃나라,이원복 글·그림,김영사,909,"역사 > 역사 > 세계사, 세계문화사"
9791158681487,(읽으면서 바로 써먹는) 어린이 관용구 ,글·그림: 한날,파란정원,714,언어 > 한국어 > 어휘
9788930200837,Why? 동아시아 문명의 발전 ,글: 전유밀 ;그림: 김재선,예림당,909,"역사 > 역사 > 세계사, 세계문화사"
9788984281714,벼가 자란다:논농사와 벼의 한살이,도토리 기획·글;김시영 그림,보리,520,"기술과학 > 농업, 농학 > 농업, 농학"
9788998441012,모순 :양귀자 장편소설 ,지은이: 양귀자,쓰다,813.62,문학 > 한국문학 > 소설
9788974147174,개구리 선생님의 비밀,파울 판 론 글;김지윤 그림,푸른나무,859.3,문학 > 독일문학 > 기타 게르만 문학
9788949185149,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9780679863731,Sunset of the Sabertooth,by Mary Pope Osborne;illustrated by Sal Murdocca,Random House,843,문학 > 영미문학 > 소설
9788962621952,아픔이 길이 되려면 :정의로운 건강을 찾아 질병의 사회적 책임을 묻다 ,김승섭 지음,동아시아,334,"사회과학 > 사회학, 사회문제 > 사회문제"
9791185299426,단추 마녀의 수상한 식당 ,정란희 글 ;한호진 그림,키다리,813.7,문학 > 한국문학 > 소설
9788957365120,(만화로 보는) 그리스 로마 신화 :특별판,이경우 엮음 ;서영 그림,가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788964355183,그램그램 영단어 원정대,"지은이: 장영준,권하선",사회평론,744,언어 > 영어 > 어휘
9780060586751,"The Giving Tree with CD [With CD] (Hardcover, 40, Anniversary)",편집부,HARPERCOLLINS,843,문학 > 영미문학 > 소설
9788937461798,브람스를 좋아하세요 ,프랑수아즈 사강 [지음] ;김남주 옮김,민음사,863,문학 > 프랑스문학 > 소설
9788963702438,Who? 제인 구달 =Jane Goodall ,글: 이숙자 ;그림: 스튜디오 청비,다산북스,990,역사 > 전기 > 전기
9788982734045,셜록 홈즈 전집,아서 코난 도일 지음;백영미 옮김,황금가지,843,문학 > 영미문학 > 소설
9788970754048,26년,강풀 글·그림,문학세계사,813.6,문학 > 한국문학 > 소설
9788970948225,가방 안에 든 게 뭐야? ,김상근 글·그림,한림출판사,813.7,문학 > 한국문학 > 소설
9788984056503,실행이 답이다 :생각을 성과로 이끄는 성공 원동력 20 ,이민규 지음,더난출판,325.211,사회과학 > 경제학 > 경영관리
9788955881547,헨리와 비밀결사대,프란체스카 사이먼 글;홍연미 옮김,그린북,843,문학 > 영미문학 > 소설
9788937899034,고려 시대 보물찾기,글: 곰돌이 co. ;그림: 강경효,미래엔,911.04,역사 > 아시아(아세아) > 한국
9788932907741,파피용 :베르나르 베르베르 장편소설 ,베르나르 베르베르 지음 ;전미연 옮김,열린책들,863,문학 > 프랑스문학 > 소설
9788943305215,모기는 왜 귓가에서 앵앵거릴까?,버나 알디마 씀;김서정 옮김,보림출판사,843,문학 > 영미문학 > 소설
9791187165002,(끝까지 계속하게 만드는) 아주 작은 반복의 힘 :UCLA 의과대학에서 수행한 22년 연구성과물 ,로버트 마우어 지음 ;장원철 옮김,스몰빅미디어,325.211,사회과학 > 경제학 > 경영관리
9788957077740,파과 :구병모 장편소설 ,지은이: 구병모,자음과모음,813.7,문학 > 한국문학 > 소설
9788949170510,내겐 드레스 백벌이 있어,엘레노어 에스테스 글;엄혜숙 옮김,비룡소,843,문학 > 영미문학 > 소설
9788926393536,(코믹 메이플스토리) 한자도둑 :한자가 쉽고 즐거워지는 효과 만점 학습만화,글: 유경원 ;그림: 이태영,서울문화사,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9788949151069,신기한 스쿨 버스:키즈,조애너 콜 글;브루스 디건 그림,비룡소,400,자연과학 > 자연과학 > 자연과학
9788930232159,Why? people 스티븐 호킹 =Stephen Hawking ,글: 그림나무 ;그림: 윤창원,예림당,990,역사 > 전기 > 전기
9788925509891,꿈을 향해 뛰어라,원작: 박지성 ;만화: 전세훈,랜덤하우스코리아,998.6,역사 > 전기 > 주제별전기
9788970577500,검정고무신,도래미 글;이우영 그림,파랑새어린이,657,"예술 > 회화, 도화 > 만화, 삽화"
9788936441630,가끔씩 비 오는 날:이가을 동화집,이가을 지음;[이수지 그림],창작과 비평사,813.8,문학 > 한국문학 > 소설
9791155099568,(제로니모의) 환상모험,글: 제로니모 스틸턴 ;이승수,이퍼블릭,883,문학 > 이탈리아문학 > 소설
9788931572186,(특별한 우리 아이를 위한) 입체 종이접기:재미팡팡! 생각쑥쑥!,백석초등학교 미술부 지음,성안당,634.9,"예술 > 공예, 장식미술 > 목, 죽, 왕골공예"
9788963702520,Who? 마리 퀴리 =Marie Curie ,글: 이숙자 ;그림: 스튜디오 청비,다산북스,990,역사 > 전기 > 전기
9788996134374,10살에 꼭 만나야 할 100명의 직업인 ,글: 한선정 ;사진: AZA 스튜디오,조선북스,336,"사회과학 > 사회학, 사회문제 > 노동문제"
9788950911881,육일약국 갑시다,김성오 지음,북이십일 21세기북스,325.04,사회과학 > 경제학 > 경영관리
9788954621731,솔로몬의 위증 :미야베 미유키 장편소설 ,지은이: 미야베 미유키 ;옮긴이: 이영미,문학동네,833.6,문학 > 일본문학 > 소설
9788994749334,어린이 꿈발전소,박연아,국일아이,321,사회과학 > 경제학 > 경제각론
9788930232548,Why? 운명을 바꾼 도전 ,글: 우덕환 ;그림: 문성기,예림당,911,역사 > 아시아(아세아) > 한국
9788972787211,엄마의 마흔번째 생일,최나미 지음;정용연 그림,청년사,813.6,문학 > 한국문학 > 소설
9788989258452,성녀와 마녀,박경리 지음,인디북,813.6,문학 > 한국문학 > 소설
9788901143750,김 배불뚝이의 모험,글: 송언 ;그림: 유승하,웅진씽크빅,813.7,문학 > 한국문학 > 소설
9788901057804,율리시스 무어,지은이: 피에르도메니코 바칼라리오 ;옮긴이: 이현경,웅진씽크빅,883,문학 > 이탈리아문학 > 소설
9788909074506,여자는 힘이 세다 :세상을 바꾼 여자들의 빛나는 도전 이야기,유영소 글 ;원유미 그림,교학사,990,역사 > 전기 > 전기
9788934965275,요리스타 청,조재호 글 ;은하수 그림,김영사,594,기술과학 > 가정학 및 가정생활 > 식품과 식료
9788952215482,아기가 된 아빠 ,앤서니 브라운 글·그림 ;노경실 옮김,살림출판사,843,문학 > 영미문학 > 소설
9788962478518,우리는 언제나 다시 만나 ,윤여림 글 ;안녕달 그림,위즈덤하우스 미디어그룹,813.7,문학 > 한국문학 > 소설
9791159950179,(초등학생을 위한) 욕심쟁이 딸기 아저씨 :특별판 ,글·그림: 김유경 ;Hannah Chung,노란돼지,813.7,문학 > 한국문학 > 소설
9788964359242,용선생 만화 한국사: ,"글: 정상민,주성윤",사회평론,911,역사 > 아시아(아세아) > 한국
9788972324430,묵향,전동조 지음,명상,813.6,문학 > 한국문학 > 소설
9788957591239,디지털 포트리스,댄 브라운 지음;이창식 옮김,대교베텔스만,843,문학 > 영미문학 > 소설
9791164381968,(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화,글: 송도수 ;그림: 서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9791164131662,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,507.5,기술과학 > 기술과학 > 연구법 및 교육지도법
9788953302686,(세상을 깜짝 놀라게 한)오천년 우리 과학,이영민 글;전병준 그림,계림닷컴,400,자연과학 > 자연과학 > 자연과학
9788972324409,묵향,전동조 지음,명상,813.6,문학 > 한국문학 > 소설
9788930202664,Why? 빛과 소리 - 2판,조영선,예림당,, >  >
9788994780610,(만화) 삼국지,글·그림: 이현세,녹색지팡이&프레스,823.5,문학 > 중국문학 > 소설
9788957070055,(청소년)토지:박경리 대하소설,박경리 지음;토지문학연구회 엮음,이룸,813.6,문학 > 한국문학 > 소설
9788934913252,성공하는 사람들의 7가지 습관 ,스티븐 코비 지음 ;김경섭 옮김,김영사,325.04,사회과학 > 경제학 > 경영관리
9788926398241,쿠키런 폭소 과학 상식 =웃음이 빵빵~ 폭소 과학 상식 25 /CookieRun ,글: 조주희 ;그림: 이태영,서울문화사,408,"자연과학 > 자연과학 > 전집, 총서"
9788930206358,Why? 발명·발견,김민재 글·만화,예림당,507,기술과학 > 기술과학 > 연구법 및 교육지도법
9788901165806,도토리 마을의 유치원 ,글·그림: 나카야 미와 ;옮김: 김난주,웅진주니어,833.6,문학 > 일본문학 > 소설
9788950983680,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,813.7,문학 > 한국문학 > 소설
9788935610891,로마인 이야기,시오노 나나미 지음;김석희 옮김,한길사,922,역사 > 유럽(구라파) > 로마
9788935652839,엉덩이가 집을 나갔어요,호세 루이스 코르테스 글;나송주 옮김,한길사,873,문학 > 스페인문학 > 소설
9788986698299,엔트로피 ,제레미 리프킨 지음 ;이창희 옮김,세종연구원,331.54,"사회과학 > 사회학, 사회문제 > 사회학"
9788956606187,별을 스치는 바람 :이정명 장편소설,지은이: 이정명,은행나무,813.7,문학 > 한국문학 > 소설
9788962229806,완벽한 아이 팔아요 ,미카엘 에스코피에 글 ;박선주 옮김,길벗스쿨,863,문학 > 프랑스문학 > 소설
9788965840213,(니키의) 도크 다이어리,지은이: 레이첼 르네 러셀 ;김선희,미래지식,843,문학 > 영미문학 > 소설
9788936434106,이만큼 가까이 :정세랑 장편소설 ,지은이: 정세랑,창비,813.7,문학 > 한국문학 > 소설
9788984057326,(버리면서 채우는) 정리의 기적 ,곤도 마리에 지음 ;홍성민 옮김,더난콘텐츠그룹,595.4,기술과학 > 가정학 및 가정생활 > 주택관리 및 가정설비
9788989192091,소피의 달빛 담요,에일린 스피넬리 글;김흥숙 옮김,파란자전거,843,문학 > 영미문학 > 소설
9788937462665,이방인 ,지은이: 알베르 카뮈 ;옮긴이: 김화영,민음사,863,문학 > 프랑스문학 > 소설
9788954619370,황 반장 똥 반장 연애 반장 ,송언 글 ;윤정주 그림,문학동네,813.7,문학 > 한국문학 > 소설
9788984058392,설레지 않으면 버려라 :인생이 빛나는 곤마리 정리법 ,곤도 마리에 지음 ;홍성민 옮김,더난콘텐츠그룹,595.4,기술과학 > 가정학 및 가정생활 > 주택관리 및 가정설비
9788958626299,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트 출판그룹,911.05,역사 > 아시아(아세아) > 한국
9788937813887,쌀밥 보리밥,강무지 글;김정선 그림,대한교과서,813.6,문학 > 한국문학 > 소설
9788901028293,내 귀는 짝짝이,히도 반 헤네흐텐 글.그림;장미란 옮김,웅진출판,859.33,문학 > 독일문학 > 기타 게르만 문학
9788937813542,달라질 거야,앤서니 브라운 글·그림;허은미 옮김,대한교과서,843,문학 > 영미문학 > 소설
9788955720099,(쉽고 재미있는)어린이 첫 그림 한자 사전,[글송이]편집부 구성;신재환 그림,글송이,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9788957591246,디지털 포트리스,댄 브라운 지음;이창식 옮김,대교베텔스만,843,문학 > 영미문학 > 소설
9788971845035,열 살이면 세상을 알 만한 나이,노경실 글;이상권 그림,푸른숲,813.6,문학 > 한국문학 > 소설
9788995995204,88만원세대:절망의 시대에 쓰는 희망의 경제학,"저자: 우석훈,박권일",레디앙 미디어,320.4,사회과학 > 경제학 > 경제학
9788949185125,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9791161902845,눈보라 체이스 ,히가시노 게이고 지음 ;양윤옥 옮김,소미미디어,833.6,문학 > 일본문학 > 소설
9788959762408,엉덩이 탐정 :뿡뿡 괴도가 나타나다! ,트롤 글·그림 ;전경아 옮김,문학수첩리틀북,833.6,문학 > 일본문학 > 소설
9788950977917,이사도라 문,해리엇 먼캐스터 지음 ;심연희 옮김,북이십일,843,문학 > 영미문학 > 소설
9788971844755,"바람의 딸, 우리 땅에 서다:해남 땅끝에서 민통선까지 한비야가 만난 우리 땅 우리 사람들",한비야,푸른숲,816.6,"문학 > 한국문학 > 일기, 서간, 기행"
9788930206693,Why? 전기전자 ,글: 조영선 ;만화: 이영호,예림당,427,자연과학 > 물리학 > 전기학 및 전자학
9788949110103,멋진 뼈다귀,윌리엄 스타이그 글 그림;조은수 옮김,비룡소,843.8,문학 > 영미문학 > 소설
9788996483182,쌍둥이할매식당 ,글·그림: 우에가키 아유코 ;옮김: 이정선,키위북스,833.6,문학 > 일본문학 > 소설
9788992133074,묵향 :전동조 장편 판타지 소설,지은이: 전동조,스카이미디어,813.6,문학 > 한국문학 > 소설
9788950993511,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;그림: 김정한,북이십일,980.2,역사 > 지리 > 지리
9791155682470,오 마이 갓 어쩌다 사춘기,글: 강지혜 ;그림: 조승연,루크하우스,813.7,문학 > 한국문학 > 소설
9788956058054,내가 확실히 아는 것들 ,오프라 윈프리 지음 ;송연수 옮김,북하우스,199.1,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈"
9791191056372,돈의 심리학 :당신은 왜 부자가 되지 못했는가 ,모건 하우절 지음 ;이지연 옮김,인플루엔셜,327.04,사회과학 > 경제학 > 금융
9788933107249,밥데기 죽데기,권정생 글;박지훈 그림,바오로딸,813.6,문학 > 한국문학 > 소설
9788963702582,Who? 루트비히 판 베토벤 =Ludwig van Beethoven ,글: 박연아 ;그림: 스튜디오 청비,다산북스,990,역사 > 전기 > 전기
9788982816437,종소리 :신경숙 소설 ,지은이: 신경숙,문학동네,813.7,문학 > 한국문학 > 소설
9788985961691,깨달음 :내 눈 뜨기 ,지은이: 법륜,정토출판,224.8,"종교 > 불교 > 법어, 신앙록, 신앙생활"
9788926391952,(코믹) 메이플스토리 =오프라인 RPG.Maple story ,글: 송도수 ;서정은,서울문화사,813.6,문학 > 한국문학 > 소설
9788957367575,어린이 사회 형사대 CSI,글: 고희정 ;김준영,가나문화콘텐츠,300,사회과학 > 사회과학 > 사회과학
9788950914882,설득의 심리학 :yes를 끌어내는 설득의 50가지 비밀,"로버트 치알디니,윤미나 옮김",북이십일 21세기북스,181.92,철학 > 심리학 > 각론
9788958620709,살아있는 세계사 교과서,전국역사교사모임 지음,휴머니스트,909,"역사 > 역사 > 세계사, 세계문화사"
9791185051826,산 자와 죽은 자 :넬레 노이하우스 장편소설 ,넬레 노이하우스 지음 ;김진아 옮김,북로드,853,문학 > 독일문학 > 소설
9788934965305,(언어천재 조승연의) 이야기 인문학 ,조승연 지음,김영사,001.3,"총류 > 총류 > 지식, 학문 일반"
9788955600209,난 이제부터 남자다=I wish I wanted to be a man,이규희 글;신은재 그림,세상모든책,813.6,문학 > 한국문학 > 소설
9788991731516,(EBS) 공부의 왕도 :사교육 없이 '스스로 공부법'으로 최상위권에 진입한 이들의 스타일별 공부 전략 ,EBS 공부의 왕도 제작팀 지음,위즈덤하우스,373,"사회과학 > 교육학 > 학습지도, 교육방법"
9788928315246,"아드님, 참으시어요 ",강민경 글 ;이영림 그림,좋은책신사고 좋은책어린이,813.7,문학 > 한국문학 > 소설
9788926393833,역사도둑,글: 송도수 ;그림: 양선모,서울문화사,911,역사 > 아시아(아세아) > 한국
9788939203471,지상에 숟가락 하나 :현기영 장편소설 ,지은이: 현기영,실천문학,813.62,문학 > 한국문학 > 소설
9788989863700,히틀러의 딸 ,재키 프렌치 지음 ;공경희 옮김,북뱅크,843,문학 > 영미문학 > 소설
9788950922443,쾌걸 조로리,하라 유타카 글·그림 ;김수정 옮김,북이십일,833.6,문학 > 일본문학 > 소설
9788970124988,해변의 카프카=Kafka on the shore,무라카미 하루키 지음;김춘미 옮김,문학사상사,833.6,문학 > 일본문학 > 소설
9788901057217,"어른으로 산다는 것 :내 맘 같지 않은 사람들, 내 뜻대로 안 되는 세상과 공존하기 ",김혜남 지음,갤리온,186.5,철학 > 심리학 > 임상심리학
9788949162041,장군이네 떡집 ,김리리 글 ;이승현 그림,비룡소,813.7,문학 > 한국문학 > 소설
9788994909073,(허영만의) 3천만원 :왕초보 허영만의 주식투자 도전기,글·그림: 허영만,가디언,327.856,사회과학 > 경제학 > 금융
9788959135172,츠바키 문구점 :오가와 이토 장편소설 ,지은이: 오가와 이토 ;옮긴이: 권남희,위즈덤하우스 미디어그룹,833.6,문학 > 일본문학 > 소설
9788965707691,포노 사피엔스 =스마트폰이 낳은 신인류 /Phono sapiens ,최재붕 지음,쌤앤파커스,331.5412,"사회과학 > 사회학, 사회문제 > 사회학"
9788901041278,윌리와 악당 벌렁코,앤서니 브라운 글·그림;허은미 옮김,웅진닷컴,843,문학 > 영미문학 > 소설
9788937813573,프랑스에서 보물찾기,김윤수 글;강경효 그림,대한교과서,926,역사 > 유럽(구라파) > 프랑스
9788960243446,(빈대 가족의) 생활의 달인 ,글: 이봉기 ;그림: 류수형,재미북스,320,사회과학 > 경제학 > 경제학
9788958280927,돼지가 한 마리도 죽지 않던 날 ,지은이: 로버트 뉴턴 펙 ;본문 그림: 고성원,사계절(사계절출판사),843,문학 > 영미문학 > 소설
9788950931773,(흔들리는 30대를 위한) 언니의 독설,김미경 지음,북이십일 21세기북스,325.04,사회과학 > 경제학 > 경영관리
9788930210973,여왕님의 보랏빛 마법 ,글 그림: 안비루 야스코 ;옮김: 정문주,예림당,833.6,문학 > 일본문학 > 소설
9788936442927,도깨비폰을 개통하시겠습니까? :박하익 장편동화 ,지은이: 박하익 ;그린이: 손지희,창비,813.7,문학 > 한국문학 > 소설
9788990982605,"시노부 선생님, 안녕! ",히가시노 게이고 지음 ;김난주 옮김,재인,833.6,문학 > 일본문학 > 소설
9780064435963,From Head to Toe (Paperback),에릭 칼 (지은이),HarperTrophy,, >  >
9788990982728,살인의 문,지은이: 히가시노 게이고 ;옮긴이: 이혁재,재인,833.6,문학 > 일본문학 > 소설
9788996634256,"인문의 바다에 빠져라 :인문 뿌리지식, 풍부한 현실사례, 현장감 넘치는 강의 ",최진기 지음,스마트북스,001.3,"총류 > 총류 > 지식, 학문 일반"
9791187504856,(무엇이든 해결단) 허팝 연구소,라곰씨 글 ;차차 그림,부즈펌,400,자연과학 > 자연과학 > 자연과학
9791188700073,"엄마표 영어 이제 시작합니다 :7세까지 영어 노출 제로, 16세에 해외 대학 입학한 비밀 ",누리보듬 지음,청림출판,740.7,언어 > 영어 > 영어
9788949160917,종이 공포증 ,수잔나 타마로 글 ;박진아 옮김,비룡소,883,문학 > 이탈리아문학 > 소설
9791185952222,엄마의 말 공부,이임숙 지음,카시오페아,378.9,사회과학 > 교육학 > 사회교육
9788936447397,아홉 살 느낌 사전 ,박성우 글 ;김효은 그림,창비,181,철학 > 심리학 > 각론
9788975607561,월급쟁이 재테크 상식사전 :회사일이 바빠서 재테크는 뒷전인 당신에게! /Common sense dictionary ,지은이: 우용표,길벗,327.04,사회과학 > 경제학 > 금융
9788930202862,(Why?) 교과서 과학,예림당 [편],예림당,400,자연과학 > 자연과학 > 자연과학
9788949112657,행복을 나르는 버스 ,맷 데 라 페냐 글 ;김경미 옮김,비룡소,843,문학 > 영미문학 > 소설
9788926387092,쿠키런 별난 우주 과학 상식 =끝을 알 수 없는 재미! 우주 과학 상식 25 /CookieRun ,글: 조주희 ;그림: 이태영,서울문화사,408,"자연과학 > 자연과학 > 전집, 총서"
9791158790554,무코다 이발소 :오쿠다 히데오 소설 ,지은이: 오쿠다 히데오 ;옮긴이: 김난주,더난콘텐츠그룹,833.6,문학 > 일본문학 > 소설
9788952709011,목걸이 열쇠,황선미 글;신은재 그림,시공주니어,813.6,문학 > 한국문학 > 소설
9791190030922,소크라테스 익스프레스 :철학이 우리 인생에 스며드는 순간 ,에릭 와이너 지음 ;김하현 옮김,어크로스(어크로스출판그룹),102,철학 > 철학 > 잡저
9788928307821,쉿! 너만 알고 있어 ,박현숙 글 ;권송이 그림,좋은책신사고 좋은책어린이,813.7,문학 > 한국문학 > 소설
9788984286047,할머니 어디 가요? 굴 캐러 간다! :옥이네 겨울 이야기 ,조혜란 그리고 씀,보리,813.7,문학 > 한국문학 > 소설
9791164137176,(흔한남매) 별난 방탈출 :탈출 미션 스토리북,흔한남매 원작 ;차차 그림,미래엔,691,"예술 > 오락, 운동 > 오락"
9788934930136,연필 하나 ,알랭 알버그 글 ;손미나 옮김,김영사,843,문학 > 영미문학 > 소설
9788937899089,식물 세계에서 살아남기 2,"달콤팩토리 (글), 한현동 (그림), 김진석 (감수)",아이세움,408,"자연과학 > 자연과학 > 전집, 총서"
9791195260959,어쩌다 어른 :나만의 잉여로움을 위한 1인용 에세이 ,이영희 지음,스윙밴드,818,문학 > 한국문학 > 르포르타주 및 기타
9788970636795,(파리의 정신과 의사) 꾸뻬 씨의 인생 여행 ,프랑수아 를로르 지음 ;강미란 옮김,열림원,863,문학 > 프랑스문학 > 소설
9788930232180,Why? people 오프라 윈프리 =Oprah Winfrey ,글: 그림나무 ;그림: 김성래,예림당,990,역사 > 전기 > 전기
9788950925123,쾌걸 조로리,하라 유타카 글·그림 ;김수정 옮김,북이십일,833.6,문학 > 일본문학 > 소설
9788937481635,초한지 :이문열의 史記 이야기,이문열,민음사,813.6,문학 > 한국문학 > 소설
9788991317093,(만화)태백산맥,조정래 원작;박산하 만화,더북컴퍼니,813.6,문학 > 한국문학 > 소설
9788955822007,누나가 좋다 ,고대영 글 ;한상언 그림,길벗어린이,813.7,문학 > 한국문학 > 소설
9788949190723,(청소년을 위한) 경제의 역사,니콜라우스 피퍼 지음;유혜자 옮김,비룡소,320.9,사회과학 > 경제학 > 경제학
9791158361839,슈퍼 토끼 :유설화 그림책 ,유설화 글·그림,책읽는곰,813.7,문학 > 한국문학 > 소설
9788958311973,화홍,이지환 지음,청어람,813.6,문학 > 한국문학 > 소설
9788926389164,쿠키런 불가사의 과학 상식 =세상에 이런 일이?! 불가사의 과학 상식 25 /CookieRun ,글: 조주희 ;그림: 이태영,서울문화사,408,"자연과학 > 자연과학 > 전집, 총서"
9788959193707,신과 함께 :저승편,지은이: 주호민,애니북스,657.3,"예술 > 회화, 도화 > 만화, 삽화"
9788901121505,당신의 모든 순간,강풀 글·그림,웅진씽크빅,657.1,"예술 > 회화, 도화 > 만화, 삽화"
9788926391600,코믹 메이플 스토리 한자도둑 13,유경원,서울문화사,, >  >
9788970126197,먼 북소리,무라카미 하루키 지음;윤성원 옮김,문학사상사,836,"문학 > 일본문학 > 일기, 서간, 기행"
9788991871212,꼬부랑 할머니 ,권정생 글 ;강우근 그림,한울림어린이,813.6,문학 > 한국문학 > 소설
9788973374830,(이외수 장편소설)괴물,이외수 지음,해냄,813.6,문학 > 한국문학 > 소설
9788963701288,Who? 에이브러햄 링컨 =Abraham Lincoln ,글: 이수정 ;그림: 스튜디오 청비,다산북스,990,역사 > 전기 > 전기
9788937899041,고려 시대 보물찾기,글: 곰돌이 co. ;그림: 강경효,미래엔,911.04,역사 > 아시아(아세아) > 한국
9788950923617,(마법천자문) 과학원정대,손영운|고순정,북이십일 아울북,400,자연과학 > 자연과학 > 자연과학
9788970946573,먹다 먹힌 호랑이 ,강벼리 글 ;문종훈 그림,한림출판사,813.7,문학 > 한국문학 > 소설
9791158681647,(읽으면서 바로 써먹는) 어린이 맞춤법 ,글·그림: 한날,파란정원,711,"언어 > 한국어 > 음운, 음성, 문자"
